CountNormalized2;CommonElements;IncorrectlyGenerated;MissingElements;CommonPercentage;Minimal conflicts - GPT;CountNormalized2;CommonElements;IncorrectlyGenerated;MissingElements;CommonPercentage;Minimal conflicts - GPT;CountNormalized2;CommonElements;IncorrectlyGenerated;MissingElements;CommonPercentage;Minimal conflicts - GPT;CountNormalized2;CommonElements;IncorrectlyGenerated;MissingElements;CommonPercentage;Minimal conflicts - GPT;CountNormalized2;CommonElements;IncorrectlyGenerated;MissingElements;CommonPercentage;Minimal conflicts - GPT;CountNormalized2;CommonElements;IncorrectlyGenerated;MissingElements;CommonPercentage;Minimal conflicts - GPT;CountNormalized2;CommonElements;IncorrectlyGenerated;MissingElements;CommonPercentage;Minimal conflicts - GPT;CountNormalized2;CommonElements;IncorrectlyGenerated;MissingElements;CommonPercentage;Minimal conflicts - GPT;CountNormalized2;CommonElements;IncorrectlyGenerated;MissingElements;CommonPercentage;Minimal conflicts - GPT;CountNormalized2;CommonElements;IncorrectlyGenerated;MissingElements;CommonPercentage;Minimal conflicts - GPT
5;5;0;0;1,0;"A5, A6, M5
A1, A4, M1, M3, M5
A1, A4, A5, A6, M1, M3
A2, A3, A5, M2, M4, M5
A1, A2, A3, A4, A5, M1, M2, M3, M4";5;5;0;0;1,0;"A5, A6, M5
A1, A4, M1, M3, M5
A1, A4, A5, A6, M1, M3
A2, A3, A5, M2, M4, M5
A1, A2, A3, A4, A5, M1, M2, M3, M4";4;3;1;2;0,6;"A5, A6, M5
A1, A4, M1, M3, M5
A2, A3, A5, M2, M4
A1, A2, A3, A4, A5, M1, M2, M3, M4";3;2;1;3;0,4;"A5, A6, M5
A1, A4, M1, M3, M5
A2, A3, A5, M2, M4";6;5;1;0;1,0;"A5, A6, M5
A1, A4, M1, M3, M5
A2, A3, A6, M2, M4
A1, A4, A5, A6, M1, M3
A2, A3, A5, M2, M4, M5
A1, A2, A3, A4, A5, M1, M2, M3, M4";6;5;1;0;1,0;"A5, A6, M5
A1, A4, M1, M3, M5
A2, A3, A6, M2, M4
A1, A4, A5, A6, M1, M3
A2, A3, A5, M2, M4, M5
A1, A2, A3, A4, A5, M1, M2, M3, M4";6;5;1;0;1,0;"A5, A6, M5
A1, A4, M1, M3, M5
A2, A3, A6, M2, M4
A1, A4, A5, A6, M1, M3
A2, A3, A5, M2, M4, M5
A1, A2, A3, A4, A5, M1, M2, M3, M4";6;5;1;0;1,0;"A5, A6, M5
A1, A4, M1, M3, M5
A2, A3, A6, M2, M4
A1, A4, A5, A6, M1, M3
A2, A3, A5, M2, M4, M5
A1, A2, A3, A4, A5, M1, M2, M3, M4";5;5;0;0;1,0;"A5, A6, M5
A1, A4, M1, M3, M5
A1, A4, A5, A6, M1, M3
A2, A3, A5, M2, M4, M5
A1, A2, A3, A4, A5, M1, M2, M3, M4";5;5;0;0;1,0;"A5, A6, M5
A1, A4, M1, M3, M5
A1, A4, A5, A6, M1, M3
A2, A3, A5, M2, M4, M5
A1, A2, A3, A4, A5, M1, M2, M3, M4"
4;4;0;0;1,0;"A1, A4, M1, M3, M5
A2, A3, A6, M2, M4
A1, A4, A5, A6, M1, M3
A2, A3, A5, M2, M4, M5";4;4;0;0;1,0;"A1, A4, M1, M3, M5
A2, A3, A6, M2, M4
A1, A4, A5, A6, M1, M3
A2, A3, A5, M2, M4, M5";4;1;3;3;0,25;"A5, A6, M5
A1, A4, M1, M3, M5
A2, A3, A5, M2, M4
A1, A2, A3, A4, A5, M1, M2, M3, M4";5;3;2;1;0,75;"A5, A6, M5
A2, A3, A6, M2, M4
A1, A4, A5, A6, M1, M3
A2, A3, A5, M2, M4, M5
A1, A2, A3, A4, A5, M1, M2, M3, M4";6;4;2;0;1,0;"A5, A6, M5
A1, A4, M1, M3, M5
A2, A3, A6, M2, M4
A1, A4, A5, A6, M1, M3
A2, A3, A5, M2, M4, M5
A1, A2, A3, A4, A5, M1, M2, M3, M4";6;4;2;0;1,0;"A5, A6, M5
A1, A4, M1, M3, M5
A2, A3, A6, M2, M4
A1, A4, A5, A6, M1, M3
A2, A3, A5, M2, M4, M5
A1, A2, A3, A4, A5, M1, M2, M3, M4";6;4;2;0;1,0;"A5, A6, M5
A1, A4, M1, M3, M5
A2, A3, A6, M2, M4
A1, A4, A5, A6, M1, M3
A2, A3, A5, M2, M4, M5
A1, A2, A3, A4, A5, M1, M2, M3, M4";6;4;2;0;1,0;"A5, A6, M5
A1, A4, M1, M3, M5
A2, A3, A6, M2, M4
A1, A4, A5, A6, M1, M3
A2, A3, A5, M2, M4, M5
A1, A2, A3, A4, A5, M1, M2, M3, M4";4;4;0;0;1,0;"A1, A4, M1, M3, M5
A2, A3, A6, M2, M4
A1, A4, A5, A6, M1, M3
A2, A3, A5, M2, M4, M5";4;4;0;0;1,0;"A1, A4, M1, M3, M5
A2, A3, A6, M2, M4
A1, A4, A5, A6, M1, M3
A2, A3, A5, M2, M4, M5"
3;3;0;0;1,0;"A2, A3, A6, M2, M4
A2, A3, A5, M2, M4, M5
A1, A2, A3, A4, A5, M1, M2, M3, M4";3;3;0;0;1,0;"A2, A3, A6, M2, M4
A2, A3, A5, M2, M4, M5
A1, A2, A3, A4, A5, M1, M2, M3, M4";4;1;3;2;0,3333333333333333;"A5, A6, M5
A1, A4, M1, M3, M5
A2, A3, A5, M2, M4
A1, A2, A3, A4, A5, M1, M2, M3, M4";5;3;2;0;1,0;"A5, A6, M5
A2, A3, A6, M2, M4
A1, A4, A5, A6, M1, M3
A2, A3, A5, M2, M4, M5
A1, A2, A3, A4, A5, M1, M2, M3, M4";6;3;3;0;1,0;"A5, A6, M5
A1, A4, M1, M3, M5
A2, A3, A6, M2, M4
A1, A4, A5, A6, M1, M3
A2, A3, A5, M2, M4, M5
A1, A2, A3, A4, A5, M1, M2, M3, M4";6;3;3;0;1,0;"A5, A6, M5
A1, A4, M1, M3, M5
A2, A3, A6, M2, M4
A1, A4, A5, A6, M1, M3
A2, A3, A5, M2, M4, M5
A1, A2, A3, A4, A5, M1, M2, M3, M4";6;3;3;0;1,0;"A5, A6, M5
A1, A4, M1, M3, M5
A2, A3, A6, M2, M4
A1, A4, A5, A6, M1, M3
A2, A3, A5, M2, M4, M5
A1, A2, A3, A4, A5, M1, M2, M3, M4";6;3;3;0;1,0;"A5, A6, M5
A1, A4, M1, M3, M5
A2, A3, A6, M2, M4
A1, A4, A5, A6, M1, M3
A2, A3, A5, M2, M4, M5
A1, A2, A3, A4, A5, M1, M2, M3, M4";3;3;0;0;1,0;"A2, A3, A6, M2, M4
A2, A3, A5, M2, M4, M5
A1, A2, A3, A4, A5, M1, M2, M3, M4";3;3;0;0;1,0;"A2, A3, A6, M2, M4
A2, A3, A5, M2, M4, M5
A1, A2, A3, A4, A5, M1, M2, M3, M4"
0;0;0;0;1,0;;0;0;0;1;0,0;;4;0;4;0;0,0;"A5, A6, M5
A1, A4, M1, M3, M5
A2, A3, A5, M2, M4
A1, A2, A3, A4, A5, M1, M2, M3, M4";5;0;5;0;0,0;"A5, A6, M5
A2, A3, A6, M2, M4
A1, A4, A5, A6, M1, M3
A2, A3, A5, M2, M4, M5
A1, A2, A3, A4, A5, M1, M2, M3, M4";6;0;6;0;0,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";6;0;6;0;0,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";6;0;6;0;0,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";6;0;6;0;0,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";0;0;0;0;1,0;;0;0;0;0;1,0;
5;5;0;0;1,0;"A1, A5, M1, M2, M7
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";5;5;0;0;1,0;"A1, A5, M1, M2, M7
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";0;0;0;5;0,0;OpenAI Error;0;0;0;5;0,0;OpenAI Error;6;5;1;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";6;5;1;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";6;5;1;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";6;5;1;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";5;5;0;0;1,0;"A1, A5, M1, M2, M7
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";5;5;0;0;1,0;"A1, A5, M1, M2, M7
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9"
3;3;0;0;1,0;"A1, A5, M1, M2, M7
A2, A3, M2, M3, M4, M5, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9";3;3;0;0;1,0;"A1, A5, M1, M2, M7
A2, A3, M2, M3, M4, M5, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9";4;0;4;3;0,0;"A5, A6, M5
A1, A4, M1, M3, M5
A2, A3, A5, M2, M4
A1, A2, A3, A4, A5, M1, M2, M3, M4";3;2;1;1;0,6666666666666666;"A1, A5, M1, M2, M7
A2, A3, M2, M3, M4
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9";6;3;3;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";6;3;3;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";6;3;3;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";6;3;3;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";3;3;0;0;1,0;"A1, A5, M1, M2, M7
A2, A3, M2, M3, M4, M5, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9";3;3;0;0;1,0;"A1, A5, M1, M2, M7
A2, A3, M2, M3, M4, M5, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9"
6;6;0;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";6;6;0;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";4;0;4;6;0,0;"A5, A6, M5
A1, A4, M1, M3, M5
A2, A3, A5, M2, M4
A1, A2, A3, A5, M1, M3, M4";0;0;0;6;0,0;OpenAI Error;6;6;0;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";6;6;0;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";6;6;0;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";6;6;0;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";6;6;0;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";6;6;0;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9"
3;3;0;0;1,0;"A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9";3;3;0;0;1,0;"A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9";4;0;4;3;0,0;"A5, A6, M5
A1, A4, M1, M3, M5
A2, A3, A5, M2, M4
A1, A2, A3, A5, M1, M3, M4";3;2;1;1;0,6666666666666666;"A5, A6, M5
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9";6;3;3;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";6;3;3;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";6;3;3;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";6;3;3;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";3;3;0;0;1,0;"A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9";3;3;0;0;1,0;"A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9"
0;0;0;4;0,0;OpenAI Error;0;0;0;4;0,0;OpenAI Error;4;0;4;4;0,0;"A5, A6, M5
A1, A4, M1, M3, M5
A2, A3, A5, M2, M4
A1, A2, A3, A5, M1, M3, M4";0;0;0;4;0,0;OpenAI Error;6;4;2;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";6;4;2;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";6;4;2;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";6;4;2;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";4;4;0;0;1,0;"A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";4;4;0;0;1,0;"A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9"
0;0;0;5;0,0;OpenAI Error;5;5;0;0;1,0;"A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";5;5;0;0;1,0;"A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";0;0;0;5;0,0;OpenAI Error;6;5;1;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";6;5;1;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";6;5;1;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";0;0;0;5;0,0;OpenAI Error;5;5;0;0;1,0;"A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";5;5;0;0;1,0;"A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9"
6;4;2;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";4;4;0;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";4;4;0;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";0;0;0;4;0,0;OpenAI Error;6;4;2;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";6;5;1;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";6;4;2;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";6;4;2;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A5, M1, M3, M4, M5, M7, M9
A2, A3, A4, A6, M2, M3, M4, M6, M8, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";4;4;0;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9";4;4;0;0;1,0;"A1, A5, M1, M2, M7
A4, A6, M5, M6, M8
A2, A3, M2, M3, M4, M5, M9
A1, A2, A3, A4, A5, A6, M1, M3, M4, M6, M7, M8, M9"
0;0;0;0;1,0;OpenAI Error;1;0;1;0;0,0;A1;1;0;1;0;0,0;Decode JSON Error;1;0;1;0;0,0;Decode JSON Error;1;0;1;0;0,0;A1;1;0;1;0;0,0;A1;1;0;1;0;0,0;A1;1;0;1;0;0,0;A1;1;0;1;0;0,0;A1;1;0;1;0;0,0;A1
0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;1;0;1;1;0,0;Decode JSON Error;1;0;1;1;0,0;Decode JSON Error;1;1;0;0;1,0;A1;1;1;0;0;1,0;A1;1;1;0;0;1,0;A1;1;1;0;0;1,0;A1;1;1;0;0;1,0;A1;1;1;0;0;1,0;A1
0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;1;0;1;0;0,0;Decode JSON Error;1;0;1;0;0,0;A1, A2, O1;1;0;1;0;0,0;A1, A2, O1;0;0;0;0;1,0;;1;0;1;0;0,0;A1, A2, O1;0;0;0;0;1,0;;0;0;0;0;1,0;
0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;1;0;1;1;0,0;Decode JSON Error;1;0;1;1;0,0;Decode JSON Error;1;1;0;0;1,0;A1, A2, O1;1;1;0;0;1,0;A1, A2, O1;1;1;0;0;1,0;A1, A2, O1;1;1;0;0;1,0;A1, A2, O1;1;1;0;0;1,0;A1, A2, O1;1;1;0;0;1,0;A1, A2, O1
0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;1;0;1;0;0,0;Decode JSON Error;3;0;3;0;0,0;"A1, O1, O2
A2, O2, O3
A1, A2, O1, O3";3;0;3;0;0,0;"A1, O1, O2
A2, O2, O3
A1, A2, O1, O3";0;0;0;0;1,0;;3;0;3;0;0,0;"A1, O1, O2
A2, O2, O3
A1, A2, O1, O3";0;0;0;0;1,0;;0;0;0;0;1,0;
1;0;1;2;0,0;Decode JSON Error;0;0;0;2;0,0;OpenAI Error;0;0;0;2;0,0;OpenAI Error;1;0;1;2;0,0;Decode JSON Error;3;2;1;0;1,0;"A1, O1, O2
A2, O2, O3
A1, A2, O1, O3";3;2;1;0;1,0;"A1, O1, O2
A2, O2, O3
A1, A2, O1, O3";2;2;0;0;1,0;"A1, O1, O2
A1, A2, O1, O3";3;2;1;0;1,0;"A1, O1, O2
A2, O2, O3
A1, A2, O1, O3";2;2;0;0;1,0;"A1, O1, O2
A1, A2, O1, O3";2;2;0;0;1,0;"A1, O1, O2
A1, A2, O1, O3"
